ConesX,ConesY,RodsX,RodsY
10.274058774808392,70.5889020518207,9.407219467189474,73.44980241441398
12.609744079009438,70.59436145524607,10.997787819377017,74.7797050112737
14.544091590568343,70.59476094874289,10.514200941487289,74.38642030922564
16.478439102127247,70.5951604422397,11.3201790713035,75.53130208883653
18.41278661368615,70.55076672740657,12.12615720111971,76.0888951370105
20.347134125245063,70.49144194313014,13.093330956899162,76.45341297817569
22.281481636803967,70.43211715885371,14.898721967687472,77.1047804665011
24.21582914836287,70.37279237457727,17.445612857906703,77.8817220773241
26.150176659921776,70.35826079863077,20.99191662909803,78.43490405147077
28.08452417148068,70.35866029212758,24.860611652215837,78.78409465880833
30.018871683039585,70.3590597856244,28.729306675333653,78.95411243282615
31.953219194598496,70.35945927912121,30.663654186892558,79.05902941242614
33.8875667061574,70.35985877261801,32.59800169845146,79.2037625772083
35.821914217716305,70.36025826611483,34.532349210010366,79.5077604827191
37.75626172927521,70.36065775961164,35.937053950547195,79.86924027095856
39.690609240834114,70.33119511422183,36.950283599459,80.28467546064232
41.624956752393025,70.33159460771864,37.917457355238454,80.70294515180343
43.55930426395193,70.33199410121544,38.8846311110179,81.09632972722571
45.493651775510834,70.35230168730334,39.690609240834114,81.46977291893216
47.427999287069746,70.36265522709569,40.98017424854005,81.84331598401283
49.36234679862864,70.3630547205925,42.592130508172474,82.19701753875188
51.296694310187554,70.36345421408932,44.52647801973138,82.47613032852384
53.23104182174645,70.37878477702944,46.46082553129029,82.65570265534039
55.16538933330536,70.46877068718612,48.39517304284919,82.81536688956585
57.09973684486426,70.53884850475171,50.3295205544081,82.98000814693908
59.03408435642317,70.48450074362304,52.263868065966996,83.16953452005117
60.96843186798208,70.51476237600649,54.19821557752591,83.4038541014932
62.90277937954098,70.48529973061667,55.971367463121574,83.68293360014043
64.8371268910999,70.48072220096572,57.53726782962163,83.99467644802691
66.77147440265878,70.42637443983705,58.55049747853345,84.39020354511958
68.7058219142177,70.42677393333386,59.35647560834966,84.7362731095133
70.6401694257766,70.49685175089945,60.033497237395274,85.08132063637768
72.57451693733552,70.68140110086378,60.93619274278944,85.48763215553427
74.50886444889443,70.94060579804466,61.645453497027695,85.8759864420092
76.2820163344901,71.24058879391251,62.54814900242186,86.23451853894719
77.62531321751712,71.61314755140519,63.70875750935719,86.6588006072353
78.66771159874605,72.00555225805613,65.48190939495285,86.94484793828941
79.37697235298432,72.48946538896826,67.41625690651176,86.9153852928996
80.47310260953438,72.90178928525184,69.02821316614418,86.6867751393495
81.60147199127707,73.33601874161056,69.99538692192363,86.27885898798073
83.13448171019382,80.97108885700649,70.9625606777031,85.82614962828202
83.2025770331617,79.80050707612114,71.89749530828988,85.38239225202435
83.10224258500119,77.29206668794961,72.57451693733552,84.99283116227781
82.9518981767857,75.23752048248629,73.05810381522525,84.6221428111431
83.85821075476247,89.1156778501071,73.54169069311496,84.17431060121797
84.66418888457866,81.03112905943368,74.18647319696794,83.69416103195705
84.82538451054191,79.95612535064,74.50886444889443,83.28362320451545
84.82538451054191,76.73101435088472,74.50886444889443,82.9551396767626
84.82538451054191,76.01432301760576,75.15364695274738,82.52724885055328
85.30897138843164,74.53126999294437,75.47603820467387,81.96988884025245
86.59853639613758,73.3071886275907,75.79842945660036,81.5518854780892
86.72749289690816,72.88516369755955,76.12082070852685,81.14881318536926
87.4045145259538,72.4761922175367,76.7656032123798,80.72341087073382
88.04929702980675,72.08811757650955,77.08799446430629,80.32033857801387
88.72631865885239,71.68511852426401,77.41038571623278,79.93219735473726
89.98364454136566,71.30214741265861,77.95845084450781,79.40524379321245
91.91799205292457,70.92927017007264,78.40979859720488,78.90962550284377
93.85233956448349,70.64100232099877,78.69995072393871,78.47668441301226
95.78668707604237,70.52693028209686,78.86114634990196,77.98399241250772
97.90031557647748,70.51492424395077,79.34473322779169,77.48638997110487
104.11130099286018,70.48385632488564,79.98951573164464,76.93905058934905
106.74798964154283,70.49435491654438,80.31190698357113,76.5210472271858
108.68233715310174,70.4947544100412,80.53758085991967,76.09107903479305
110.61668466466065,70.48022283409469,80.95668948742411,75.61038515564273
112.55103217621956,70.44578316555712,81.11788511338733,75.2172336180936
114.48537968777848,70.43622861275838,81.44027636531382,74.8589545337036
116.41972719933739,70.41174299051634,81.92386324320356,74.33148995341412
118.3540747108963,70.37730332197876,82.24625449513005,73.84878529032986
120.28842222245518,70.37770281547557,82.56864574705654,73.41211809136247
122.2227697340141,70.37810230897239,82.85879787379037,72.93811656056185
124.157117245573,70.3785018024692,83.18118912571683,72.37080250396548
126.09146475713192,70.378901295966,83.50358037764332,71.80946087514644
128.0258122686908,70.37930078946282,84.52602120518159,70.0177647380626
129.9601597802497,70.42449349128957,85.37344963881694,72.92071861877574
131.89450729180862,70.43982405422969,85.30897138843164,72.4508743171763
133.82885480336753,70.39543033939657,85.30897138843164,71.74413703019289
135.76320231492645,70.35103662456345,85.8616421060199,73.73221641707288
137.69754982648533,70.29668886343477,85.63136264035813,73.34182804287668
139.63189733804424,70.29211133378382,86.43734077017433,74.72560693358055
141.56624484960315,70.27260273468954,86.75973202210082,75.32955232442617
143.50059236116206,70.26304818189081,87.11436239921997,75.92520933491713
145.43493987272097,70.26344767538762,87.43675365114643,76.51296281045533
147.36928738427986,70.3036633540666,87.72690577788026,77.21936185961144
149.30363489583877,70.38369521792774,87.8881014038435,77.74695960439985
151.23798240739768,70.38907173457233,88.4039274069259,78.19499821929834
153.1723299189566,70.35463206603474,88.69407953365973,78.69226275578514
155.1066774305155,70.35503155953155,89.01647078558622,79.1283165657793
157.0410249420744,70.35543105302835,89.33886203751268,79.73309146048288
158.9753724536333,70.3508535233774,89.66125328943917,80.60662560516607
160.9097199651922,70.27162064650989,89.50005766347593,80.19598790435028
162.84406747675112,70.1525715844602,89.98364454136566,81.00236552766329
164.77841498831003,70.1728791705481,90.30603579329215,81.38317438071721
166.71276249986892,70.25291103440924,90.66066617041128,81.82072795588064
168.64711001142783,70.30805778253152,90.9508182971451,82.21944743404158
170.58145752298674,70.32836536861942,91.62783992619075,82.92582684143409
172.51580503454565,70.31383379267291,91.91799205292457,83.37680506264662
174.45015254610453,70.32916435561303,92.56277455677753,83.85473244933152
176.38450005766344,70.4539894278041,93.2075570606305,84.3874070906419
178.31884756922236,70.56388343055187,94.0135351904467,84.93006906937256
180.25319508078127,70.69368552589071,94.81951332026293,85.2736501221924
182.18754259234018,71.0175915239926,95.49653494930854,85.65005289488772
183.63830322600936,71.27405488380671,96.75386083182184,85.94594774063822
98.32775919732441,70.05750270418123,103.84646837420448,86.3903676102781
103.64548494983276,70.04001359343206,104.6524465040207,86.83597763762722
,,105.42618550864424,87.27660398360365
,,106.42559838961637,87.72971949502411
,,108.03755464924879,87.63548896646381
,,109.32711965695472,87.27740962882221
,,110.27126546616802,86.88513079432862
,,112.22864092429307,86.53145539690186
,,114.16298843585199,86.23323350153244
,,116.0973359474109,85.97482779134518
,,118.03168345896981,85.76619231263564
,,119.96603097052869,85.58741897281271
,,121.9003784820876,85.43353074872863
,,123.83472599364652,85.23484931631462
,,125.76907350520543,85.01625979130954
,,127.70342101676434,84.7379459885312
,,129.63776852832322,84.43474707001401
,,131.57211603988213,84.11661708205351
,,133.50646355144104,83.77360197835415
,,135.11841981107347,83.4529168965703
,,136.4079848187794,83.10230309365036
,,137.21396294859562,82.76204116596654
,,138.45747206316918,82.34337483483357
,,139.95428858997073,81.93841208181622
,,141.56624484960315,81.57542230327631
,,143.50059236116206,81.35683277827123
,,145.43493987272097,81.0586108829018
,,147.36928738427986,80.68573364031583
,,149.14243926987552,80.30983689271646
,,150.9155911554712,79.96977471178104
,,152.8499386670301,79.61680556178614
,,154.784286178589,79.35342282845112
,,156.71863369014793,79.1895805580715
,,158.6529812017068,79.05062340343073
,,160.58732871326572,78.88180410990336
,,162.52167622482463,78.70303077008043
,,164.45602373638354,78.53918849970081
,,166.39037124794245,78.38032325246897
,,168.32471875950134,78.29611335245369
,,170.25906627106025,78.1422251283696
,,172.19341378261916,77.82409514040911
,,173.96656566821483,77.47806053169636
,,175.417326301884,77.10806962962484
,,176.49963979049434,76.69875525101723
,,177.51286943940616,76.29227061801203
,,178.6089996959562,75.95605023287094
,,179.93080382885478,75.60096376734295
,,181.8651513404137,75.46698363584996
,,183.3767731518856,75.45983029068044
,,98.42809364548495,70.03893606528163
,,103.54515050167223,70.03999287173686
